ÁLMOMBAN	VIZSGÁZNI
tanítólakásba	,
,	amennyire
amennyire	a
a	községháza
községháza	udvara
udvara	megnyitotta
megnyitotta	titkait
titkait	a
a	marhalevélért
marhalevélért	rohanó
rohanó	mezítlábas
mezítlábas	gyereknek
gyereknek	.
.	Belém
Belém	rögzõdött
rögzõdött	ez
ez	az
az	emlék
emlék	,
,	ez
ez	a
a	kisebbségi
kisebbségi	érzés
érzés	,
,	hogy
hogy	még
még	a
a	közelmúltban
közelmúltban	is
is	tartózkodtam
tartózkodtam	a
a	falu
falu	más
más	,
,	mai
mai	vezetõitõl
vezetõitõl	,
,	talán
talán	azért
azért	csak
csak	,
,	mert
mert	gondolkodásukat
gondolkodásukat	,
,	indulatukat
indulatukat	sohasem
sohasem	ismerhettem
ismerhettem	igazán
igazán	.
.	Most
Most	elsõsorban
elsõsorban	õket
õket	kerestem
kerestem	,
,	a
a	falu
falu	életével
életével	kapcsolatos
kapcsolatos	adatok
adatok	õrzõit
õrzõit	és
és	szolgáltatóit
szolgáltatóit	.
.	Kíváncsi
Kíváncsi	voltam
voltam	,
,	a
a	számok
számok	egybeesnek
egybeesnek	-e
-e	az
az	általam
általam	jól
jól	ismert
ismert	közhangulattal
közhangulattal	.
.	Tanács
Tanács	,
,	téesz
téesz	,
,	posta
posta	,
,	iskola
iskola	,
,	kultúrház
kultúrház	,
,	boltok
boltok	vezetõi
vezetõi	szolgáltattak
szolgáltattak	adatokat
adatokat	,
,	mondtak
mondtak	véleményt
véleményt	,
,	ami
ami	végsõ
végsõ	soron
soron	egyezett
egyezett	tapasztalataimmal
tapasztalataimmal	,
,	amit
amit	én
én	is
is	megéltem
megéltem	és
és	hallottam
hallottam	azoktól
azoktól	,
,	akik
akik	szemem
szemem	elõtt
elõtt	öregedtek
öregedtek	,
,	fogyatkoztak
fogyatkoztak	,
,	s
s	most
most	is
is	elõttem
elõttem	folytatják
folytatják	anyagi
anyagi	és
és	szellemi
szellemi	létük
létük	megtartásáért
megtartásáért	harcukat
harcukat	.
.	A
A	falu
falu	három
három	templomában
templomában	reggeltõl
reggeltõl	estig
estig	szólnak
szólnak	a
a	misére
misére	jelzõ
jelzõ	harangok
harangok	.
.	A
A	két
két	pap
pap	nagyon
nagyon	elfoglalt
elfoglalt	a
a	teljesen
teljesen	katolikus
katolikus	faluban
faluban	.
.	A
A	hétköznapi
hétköznapi	reggeli
reggeli	misékre
misékre	néhány
néhány	öregasszony
öregasszony	jár
jár	,
,	belõlük
belõlük	áll
áll	a
a	májusi
májusi	és
és	az
az	októberi
októberi	litániák
litániák	közönsége
közönsége	is
is	.
.	De
De	a
a	vasárnapi
vasárnapi	és
és	ünnepi
ünnepi	misék
misék	látogatottsága
látogatottsága	nagy
nagy	,
,	csak
csak	annyira
annyira	fogytak
fogytak	meg
meg	a
a	misérejárók
misérejárók	,
,	amennyire
amennyire	a
a	falu
falu	lakossága
lakossága	leapadt
leapadt	.
.	A
A	nagymise
nagymise	elõtt
elõtt	hármat
hármat	harangoznak
harangoznak	.
.	Az
Az	elsõ
elsõ	nagyharang
nagyharang	jelére
jelére	a
a	gyerekek
gyerekek	elkezdik
elkezdik	a
a	tisztálkodást
tisztálkodást	,
,	készülõdést
készülõdést	,
,	aztán
aztán	az
az	öregek
öregek	,
,	s
s	legvégül
legvégül	a
a	középkorúak
középkorúak	és
és	a
a	legények
legények	.
.	A
A	férfiaknak
férfiaknak	és
és	az
az	ebédkészítõ
ebédkészítõ	asszonyoknak
asszonyoknak	elkésni
elkésni	kötelesség
kötelesség	,
,	ezzel
ezzel	is
is	az
az	otthoni
otthoni	nagy
nagy	elfoglaltságot
elfoglaltságot	bizonyítják
bizonyítják	,
,	mert
mert	a
a	reggeli
reggeli	munka
munka	miatt
miatt	éppen
éppen	az
az	utolsó
utolsó	pillanatban
pillanatban	érhetnek
érhetnek	oda
oda	.
.	A
A	prédikációt
prédikációt	az
az	elkésõk
elkésõk	a
a	kórus
kórus	alatt
alatt	hallgatják
hallgatják	végig
végig	,
,	nem
nem	zavarják
zavarják	a
a	papot
papot	,
,	de
de	amikor
amikor	a
a	prédikáció
prédikáció	befejezõdik
befejezõdik	,
,	nagy
nagy	csoszogással
csoszogással	oszlanak
oszlanak	szét
szét	a
a	megszokott
megszokott	helyek
helyek	felé
felé	.
.	Zuhog-dobog
Zuhog-dobog	a
a	kórus
kórus	lépcsõje
lépcsõje	,
,	ide
ide	mennek
mennek	a
a	középkorú
középkorú	férfiak
férfiak	s
s	azok
azok	a
a	fiatal
fiatal	fiúk
fiúk	,
,	akik
akik	már
már	az
az	iskolás
iskolás	korból
korból	kinõttek
kinõttek	.
.	Ennek
Ennek	a
a	csoportnak
csoportnak	nem
nem	jelent
jelent	semmit
semmit	a
a	mise
mise	,
,	a
a	kórus
kórus	párkányánál
párkányánál	állók
állók	falat
falat	vonnak
vonnak	az
az	alvók
alvók	és
és	a
a	beszélgetõk
beszélgetõk	elé
elé	,
,	ahova
ahova	a
a	pap
pap	már
már	föllátni
föllátni	sem
sem	tud
tud	.
.	Amióta
Amióta	visszaemlékszem
visszaemlékszem	,
,	tehát
tehát	húsz
húsz	év
év	óta
óta	,
,	a
a	templomi
templomi	ülésrend
ülésrend	nem
nem	változott
változott	;
;	az
az	elsõ
elsõ	,
,	ún.
ún.	"
"	urak
urak	padjában
padjában	"
"	ülnek
ülnek	a
a	volt
volt	bárók
bárók	családtagjai
családtagjai	,
,	a
a	másik
másik	két
két	padban
padban	a
a	gazdagabbak
gazdagabbak	,
,	a
a	jobb
jobb	oldalon
oldalon	,
,	a
a	férfiak
férfiak	padja
padja	elõtt
elõtt	.
.	Bal
Bal	oldalon
oldalon	a
a	nõk
nõk	,
,	korosztályok
korosztályok	szerint
szerint	,
,	az
az	elsõ
elsõ	padok
padok	fiatal
fiatal	lányaitól
lányaitól	az
az	utolsó
utolsó	padokban
padokban	az
az	öregasszonyokig
öregasszonyokig	.
.	A
A	férfiak
férfiak	közé
közé	azok
azok	a
a	nõk
nõk	ültek
ültek	be
be	,
,	akik
akik	nem
nem	voltak
voltak	igazán
igazán	falusiak
falusiak	;
;	vagy
vagy	bevándorlók
bevándorlók	vagy
vagy	iskolázott
iskolázott	vagy
vagy	máshol
máshol	élõ
élõ	,
,	vendégként
vendégként	idekerülõ
idekerülõ	nõk
nõk	.
.	A
A	pap
pap	a
a	látvány
látvány	szerint
szerint	vallásosnak
vallásosnak	mondja
mondja	az
az	iszkáziakat
iszkáziakat	,
,	de
de	megállapítja
megállapítja	keserûen
keserûen	,
,	hogy
hogy	a
a	prédikáció
prédikáció	elmegy
elmegy	a
a	fülük
fülük	mellett
mellett	,
,	és
és	nem
nem	élnek
élnek	igazán
igazán	Istennel
Istennel	,
,	a
a	misére
misére	járás
járás	szokás
szokás	,
,	s
s	annak
annak	kényszerítõ
kényszerítõ	ereje
ereje	miatt
miatt	nem
nem	csökkent
csökkent	a
a	misehallgatók
misehallgatók	száma
száma	.
.	A
A	vasárnapi
vasárnapi	misét
misét	a
a	férfiak
férfiak	társalgási
társalgási	,
,	bóbiskolási
bóbiskolási	lehetõségnek
lehetõségnek	tartják
tartják	,
,	vagy
vagy	egy
egy	órás
órás	magába
magába	merülésnek
merülésnek	a
a	templom
templom	körüli
körüli	beszélgetés
beszélgetés	elõtt
elõtt	.
.	A
A	nõk
nõk	divatbemutatónak
divatbemutatónak	,
,	mert
mert	mindenkinek
mindenkinek	egy
egy	hosszú
hosszú	óra
óra	áll
áll	rendelkezésére
rendelkezésére	,
,	hogy
hogy	a
a	másik
másik	ruháját
ruháját	,
,	minden
minden	részletét
részletét	,
,	anyagot
anyagot	,
,	színt
színt	,
,	szabást
szabást	,
,	divatformát
divatformát	lemérhessenek
lemérhessenek	.
.	A
A	vallásért
vallásért	nem
nem	hoznak
hoznak	áldozatot
áldozatot	,
,	az
az	Isten
Isten	nem
nem	szükségletük
szükségletük	,
,	bizonyítja
bizonyítja	a
a	templom
templom	romló
romló	teteje
teteje	,
,	a
a	sekrestye
sekrestye	padlására
padlására	csorgó
csorgó	esõ
esõ	;
;	a
a	parókia
parókia	udvara
udvara	elhanyagolt
elhanyagolt	,
,	gazos
gazos	,
,	a
a	konyhája
konyhája	üres
üres	.
.	Nem
Nem	tudnak
tudnak	házvezetõnõt
házvezetõnõt	tartani
tartani	a
a	papok
papok	,
,	ebédre
ebédre	házhoz
házhoz	járnak
járnak	,
,	reggelijüket
reggelijüket	,
,	vacsorájukat
vacsorájukat	maguk
maguk	készítik
készítik	,
,	fehérnemûiket
fehérnemûiket	postán
postán	küldik
küldik	közeli
közeli	hozzátartozójukhoz
hozzátartozójukhoz	mosásra
mosásra	.
.	A
A	vallás
vallás	jelenvalósága
jelenvalósága	áttételes
áttételes	,
,	szigorú
szigorú	valláserkölcsi
valláserkölcsi	alapon
alapon	álló
álló	törvények
törvények	uralkodnak
uralkodnak	a
a	Tízparancsolat
Tízparancsolat	szerint
szerint	.
.	Csak
Csak	a
a	káromkodásban
káromkodásban	nem
nem	éreznek
éreznek	már
már	kivetnivalót
kivetnivalót	,
,	ha
ha	azt
azt	megfelelõ
megfelelõ	helyzetben
helyzetben	teszik
teszik	,
,	amikor
amikor	a
a	dühösség
dühösség	vagy
vagy	az
az	elkeseredés
elkeseredés	kifejezésére
kifejezésére	más
más	lehetõséget
lehetõséget	nem
nem	találnak
találnak	.
.	Ilyenkor
Ilyenkor	bizony
bizony	a
a	nõk
nõk	is
is	kinyitják
kinyitják	a
a	szájukat
szájukat	,
,	s
s	a
a	hallgatóság
hallgatóság	nem
nem	veszi
veszi	észre
észre	az
az	Isten
Isten	nevének
nevének	hiábavaló
hiábavaló	emlegetését
emlegetését	,
,	inkább
inkább	a
a	lelkiállapot
lelkiállapot	okára
okára	figyelnek
figyelnek	.
.	A
A	Tízparancsolat
Tízparancsolat	további
további	részeit
részeit	kisebb
kisebb	eltéréssel
eltéréssel	betartják
betartják	.
.	Az
Az	Úr
Úr	napját
napját	megszentelik
megszentelik	.
.	Tisztelik
Tisztelik	szüleiket
szüleiket	,
,	nem
nem	emlékszem
emlékszem	még
még	olyan
olyan	pletykára
pletykára	sem
sem	,
,	amelyben
amelyben	a
a	gyermeki
gyermeki	hálátlanság
hálátlanság	forgott
forgott	volna
volna	közszájon
közszájon	.
.	A
A	falu
falu	huszadik
huszadik	századi
századi	történetében
történetében	egyetlen
egyetlen	gyilkosság
gyilkosság	történt
történt	,
,	azt
azt	is
is	egy
egy	betelepült
betelepült	család
család	fia
fia	követte
követte	el
el	,
,	aki
aki	bûnözõ
bûnözõ	alkatú
alkatú	ember
ember	volt
volt	,
,	1955-ben
1955-ben	sógorát
sógorát	ölte
ölte	meg
meg	pénzért
pénzért	,
,	az
az	elsõ
elsõ	sonkalopástól
sonkalopástól	kisebb-nagyobb
kisebb-nagyobb	lopásokon
lopásokon	át
át	jutott
jutott	el
el	eddig
eddig	a
a	gyilkosságig
gyilkosságig	,
,	56
56	után
után	disszidált
disszidált	,
,	s
s	világhírû
világhírû	bûnözõ
bûnözõ	lett
lett	az
az	osztrák-svájci
osztrák-svájci	határon
határon	elkövetett
elkövetett	rendõrgyilkosságai
rendõrgyilkosságai	következtében
következtében	.
.	Emlékezetem
Emlékezetem	szerint
szerint	a
a	falu
falu	nem
nem	volt
volt	verekedõs
verekedõs	hírû
hírû	sem
sem	,
,	néha
néha	a
a	búcsúkban
búcsúkban	adódott
adódott	összezördülés
összezördülés	,
,	borgõzös
borgõzös	pofon
pofon	,
,	s
s	az
az	is
is	inkább
inkább	a
a	falu
falu	egyesített
egyesített	községei
községei	között
között	,
,	vért
vért	nem
nem	ontottak
ontottak	,
,	bicskával
bicskával	nem
nem	hadonásztak
hadonásztak	,
,	szódásüvegeket
szódásüvegeket	nem
nem	vágtak
vágtak	egymáshoz
egymáshoz	!
!	Nem
Nem	szokás
szokás	a
a	házasság
házasság	elõtti
elõtti	nemi
nemi	élet
élet	,
,	a
a	férjek
férjek	és
és	feleségek
feleségek	kicsapongása
kicsapongása	.
.	A
A	falu
falu	történetében
történetében	még
még	senki
senki	sem
sem	vált
vált	el
el	,
,	három-négy
három-négy	válásról
válásról	tudok
tudok	azok
azok	közül
közül	,
,	akik
akik	már
már	máshol
máshol	élnek
élnek	.
.	A
A	pénteki
pénteki	és
és	az
az	ünnepek
ünnepek	elõtti
elõtti	böjtöt
böjtöt	betartják
betartják	.
.	Néhány
Néhány	családról
családról	hírlett
hírlett	,
,	hogy
hogy	ragadós-kezû
ragadós-kezû	,
,	de
de	õk
õk	sem
sem	merülhettek
merülhettek	bele
bele	,
,	ha
ha	nagyobb
nagyobb	hajlandóságuk
hajlandóságuk	lett
lett	volna
volna	hozzá
hozzá	,
,	a
a	falu
falu	ítélete
ítélete	könyörtelenül
könyörtelenül	hosszan
hosszan	tartó
tartó	kiközösítés
kiközösítés	lehetett
lehetett	volna
volna	.
.	Ami
Ami	a
a	magántulajdonra
magántulajdonra	olyan
olyan	szigorú-érvényes
szigorú-érvényes	volt
volt	,
,	az
az	a
a	közösre
közösre	nem
nem	áll
áll	.
.	A
A	kisebb
kisebb	lopások
lopások	mindennapiak
mindennapiak	,
,	amit
amit	nem
nem	is
is	lopásnak
lopásnak	neveznek
neveznek	,
,	hanem
hanem	ilyenféle
ilyenféle	enyhítõ
enyhítõ	szavakkal
szavakkal	,
,	mint
mint	kanyarítás
kanyarítás	.
.	Önmaga
Önmaga	és
és	a
a	közösség
közösség	gondolkozása
gondolkozása	felmenti
felmenti	azt
azt	,
,	aki
aki	a
a	zöld
zöld	lucernából
lucernából	egy
egy	ölre
ölre	valót
valót	hazavisz
hazavisz	,
,	aki
aki	kiengedi
kiengedi	tyúkjait
tyúkjait	a
a	búzatáblába
búzatáblába	,
,	vagy
vagy	a
a	téesz
téesz	kazlaiból
kazlaiból	talicskával
talicskával	hord
hord	szalmát
szalmát	az
az	állatok
állatok	alá
alá	.
.	Megmagyarázzák
Megmagyarázzák	a
a	szükséggel
szükséggel	.
.	Mise
Mise	után
után	a
a	templom
templom	környékén
környékén	gomolygó
gomolygó	tömegbõl
tömegbõl	csak
csak	az
az	asszonyok
asszonyok	válnak
válnak	ki
ki	,
,	hogy
hogy	az
az	ebéd
ebéd	elkészüljön
elkészüljön	,
,	mire
mire	a
a	család
család	hazaér
hazaér	.
.	Nehézkes
Nehézkes	mozgással
mozgással	mennek
mennek	bokán
bokán	felül
felül	érõ
érõ	,
,	feketés
feketés	,
,	sötétbarna
sötétbarna	,
,	bõ
bõ	szoknyájukban
szoknyájukban	.
.	Ha
Ha	valaki
valaki	szemlét
szemlét	kíván
kíván	tartani
tartani	a
a	falu
falu	népének
népének	ruházata
ruházata	,
,	testi
testi	megjelenése
megjelenése	,
,	beszédtémái
beszédtémái	között
között	,
,	hiánytalanul
hiánytalanul	csak
csak	itt
itt	teheti
teheti	,
,	mert
mert	ennyire
ennyire	együtt
együtt	az
az	egész
egész	lakosság
lakosság	soha
soha	,
,	sehol
sehol	nincsen
nincsen	.
.	Sietve
Sietve	szemlélje
szemlélje	meg
meg	a
a	kötelességtudó
kötelességtudó	asszonyokat
asszonyokat	,
,	ezt
ezt	a
a	munkában
munkában	és
és	szülésben
szülésben	,
,	gondban
gondban	megfáradt
megfáradt	csoportot
csoportot	.
.	Testük
Testük	elvesztette
elvesztette	arányait
arányait	,
,	legtöbbjük
legtöbbjük	elhízott
elhízott	és
és	fájóslábú
fájóslábú	,
,	vagy
vagy	ellenkezõleg
ellenkezõleg	,
,	apróvá
apróvá	soványodott
soványodott	.
.	Beszélgetésük
Beszélgetésük	mindig
mindig	a
a	betegség
betegség	,
,	ekkor
ekkor	sajnálkozó
sajnálkozó	természetük
természetük	igazán
igazán	kibontakozik
kibontakozik	,
,	néha
néha	a
a	pletyka
pletyka	,
,	de
de	mostanában
mostanában	mintha
mintha	mérsékeltebben
mérsékeltebben	,
,	nincs
nincs	ifjúság
ifjúság	,
,	kevés
kevés	az
az	udvarlás
udvarlás	,
,	ha
ha	van
van	,
,	az
az	is
is	olyan
olyan	szabályszerû
szabályszerû	és
és	csöndes
csöndes	.
.	A
A	szövetkezet
szövetkezet	kusza
kusza	ügyeiben
ügyeiben	nem
nem	érzik
érzik	otthon
otthon	magukat
magukat	,
,	férjük
férjük	elbeszélését
elbeszélését	csak
csak	közvetítik
közvetítik	,
,	de
de	nem
nem	dramatizálják
dramatizálják	,
,	mint
mint	ahogy
ahogy	az
az	igazi
igazi	asszonyi
asszonyi	beszédnek
beszédnek	tennie
tennie	kellene
kellene	.
.	A
A	középkorú
középkorú	férfiak
férfiak	a
a	templom
templom	elsõ
elsõ	bejárata
bejárata	elõtt
elõtt	állnak
állnak	meg
meg	,
,	mögöttük
mögöttük	az
az	öregek
öregek	,
,	a
a	falak
falak	tövében
tövében	.
.	Az
Az	öregek
öregek	csizmásak
csizmásak	és
és	feketeruhásak
feketeruhásak	,
,	fehéringesek
fehéringesek	,
,	már
már	negyven-ötven
negyven-ötven	év
év	óta
óta	,
,	mint
mint	ahogy
ahogy	a
a	gazdának
gazdának	illendõ
illendõ	,
,	de
de	köztük
köztük	állnak
állnak	pantallósak
pantallósak	is
is	,
,	fiaik
fiaik	levetett
levetett	és
és	átalakított
átalakított	ruházatában
ruházatában	.
.	Beszélgetésük
Beszélgetésük	az
az	emlékezés
emlékezés	.
.	A
A	múlt
múlt	dolgai
dolgai	iránt
iránt	csak
csak	õk
õk	érdeklõdnek
érdeklõdnek	,
,	akik
akik	már
már	a
a	téesz
téesz	és
és	a
a	napi
napi	politika
politika	rájuk
rájuk	érvénytelen
érvénytelen	szövevényébõl
szövevényébõl	kiöregedtek
kiöregedtek	.
.	De
De	a
a	század
század	eddigi
eddigi	történelmét
történelmét	mégis
mégis	õk
õk	csinálták
csinálták	:
:	Piave
Piave	és
és	Lublin
Lublin	bakái
bakái	,
,	a
a	Tanácsköztársaság
Tanácsköztársaság	népe
népe	,
,	a
a	gazdasági
gazdasági	válságok
válságok	károsultjai
károsultjai	,
,	elrekvirált-gazdaságúak
elrekvirált-gazdaságúak	,
,	fiakat-áldozók
fiakat-áldozók	,
,	földosztók
földosztók	és
és	beszolgáltatók
beszolgáltatók	szép
szép	csendesen
csendesen	,
,	indulatmentesen
indulatmentesen	mondják
mondják	újra
újra	meg
meg	újra
újra	történetüket
történetüket	.
.	A
A	múlt
múlt	csak
csak	egyedül
egyedül	õket
õket	érdekli
érdekli	,
,	mert
mert	a
a	fiatalabbakat
fiatalabbakat	annyira
annyira	kitölti
kitölti	a
a	jelen
jelen	,
,	mintha
mintha	a
a	téeszszervezés
téeszszervezés	elõtt
elõtt	más
más	politikai
politikai	rendszerek
rendszerek	nem
nem	is
is	lettek
lettek	volna
volna	.
.	Veszprém
Veszprém	megye
megye	nyugati
nyugati	végén
végén	,
,	a
a	devecseri
devecseri	járásban
járásban	épült
épült	Iszkáz
Iszkáz	,
,	Pápától
Pápától	24
24	,
,	Ajkától
Ajkától	30
30	,
,	Celldömölktõl
Celldömölktõl	20
20	kilométerre
kilométerre	,
,	azon
azon	a
a	dombvonulaton
dombvonulaton	,
,	ahol
ahol	a
a	Bakony-alja
Bakony-alja	s
s	a
a	Marcal
Marcal	folyó
folyó	medencéje
medencéje	elhatárolódik
elhatárolódik	.
.	Közelében
Közelében	keletre
keletre	magasodik
magasodik	a
a	Somló-hegy
Somló-hegy	,
,	várának
várának	legendái
legendái	,
,	szõlõinek
szõlõinek	bora
bora	miatt
miatt	a
a	tájjal
tájjal	kapcsolatos
kapcsolatos	érzelmek
érzelmek	forrása
forrása	.
.	A
A	falu
falu	nevét
nevét	szláv
szláv	személynévbõl
személynévbõl	magyarázzák
magyarázzák	,
,	s
s	már
már	a
a	15.
15.	században
században	elõfordul
elõfordul	írásos
írásos	emlékeinkben
emlékeinkben	.
.	Az
Az	emberek
emberek	hite
hite	szerint
szerint	István
István	király
király	óta
óta	áll
áll	a
a	település
település	.
.	Számon
Számon	tartanak
tartanak	egy
egy	régi
régi	temetõt
temetõt	a
a	templom
templom	és
és	az
az	iskola
iskola	mellett
mellett	,
,	ahonnan
ahonnan	talán
talán	apácák
apácák	aranyhajtûit
aranyhajtûit	,
,	vitézek
vitézek	kardját
kardját	és
és	sarkantyúját
sarkantyúját	fordította
fordította	ki
ki	a
a	csákány
csákány	a
a	beláthatatlan
beláthatatlan	idõbõl
idõbõl	.
.	Annak
Annak	a
a	dombnak
dombnak	meredek
meredek	oldalán
oldalán	,
,	melyen
melyen	a
a	falu
falu	áll
áll	,
,	megfejthetetlen
megfejthetetlen	eredetû
eredetû	kövek
kövek	kerültek
kerültek	elõ
elõ	,
,	építõelemei
építõelemei	valamilyen
valamilyen	régi
régi	falunak
falunak	vagy
vagy	présházaknak
présházaknak	,
,	"
"	pogány
pogány	pincéknek
pincéknek	"
"	,
,	ahogy
ahogy	ezt
ezt	a
a	föld
föld	alatti
alatti	világot
világot	emlegetik
emlegetik	.
.	Az
Az	emlékezet
emlékezet	nem
nem	terjed
terjed	túl
túl	a
a	múlt
múlt	század
század	közepén
közepén	,
,	csak
csak	a
a	helytörténeti
helytörténeti	könyvekbõl
könyvekbõl	jut
jut	el
el	a
a	szóbeszéd
szóbeszéd	közvetítésével
közvetítésével	hozzájuk
hozzájuk	néhány
néhány	híradás
híradás	a
a	török
török	korból
korból	,
,	menekülésekrõl
menekülésekrõl	,
,	a
a	falu
falu	kiürítésérõl
kiürítésérõl	,
,	Csoron
Csoron	nevezetû
nevezetû	oligarchák
oligarchák	fosztogatásairól
fosztogatásairól	.
.	A
A	családok
családok	õrzik
õrzik	déd
déd	-
-	és
és	ükapjuk
ükapjuk	48-as
48-as	cselekedeteit
cselekedeteit	,
,	a
a	kiegyezés
kiegyezés	utáni
utáni	választások-verekedések
választások-verekedések	történetét
történetét	,
,	a
a	faluban
faluban	növekedett
növekedett	Savanyó
Savanyó	Jóska
Jóska	emlékét
emlékét	,
,	kísértetjárásokat
kísértetjárásokat	és
és	különcöket
különcöket	.
.	A
A	múltból
múltból	egyetlen
egyetlen	tény
tény	nem
nem	érzelem
érzelem	nélkül
nélkül	való
való	,
,	mert
mert	meghatározza
meghatározza	a
a	falu
falu	életét
életét	:
:	az
az	uraság
uraság	a
a	múlt
múlt	század
század	végén
végén	megtiltotta
megtiltotta	a
a	vasútépítést
vasútépítést	földjein
földjein	át
át	,
,	s
s	emiatt
emiatt	hat
hat	kilométerre
kilométerre	kerültek
kerültek	a
a	vasúttól
vasúttól	.
.	A
A	világháborúk
világháborúk	eltûnt
eltûnt	legényeire
legényeire	és
és	fiatal
fiatal	családapáira
családapáira	nem
nem	gondolnak
gondolnak	már
már	,
,	a
a	várakozás
várakozás	eloszlott
eloszlott	,
,	vissza
vissza	nem
nem	térnek
térnek	sohasem
sohasem	,
,	csak
csak	a
a	hõsök
hõsök	fái
fái	suhognak
suhognak	értük
értük	a
a	temetõ
temetõ	mögött
mögött	,
,	a
a	fakoronáig
fakoronáig	érõ
érõ	bürökbõl
bürökbõl	és
és	csalánból
csalánból	fölmagasodva
fölmagasodva	.
.	Három
Három	templom
templom	,
,	három
három	iskolaépület
iskolaépület	,
,	három
három	temetõ
temetõ	,
,	háromféle
háromféle	embertípus
embertípus	,
,	ez
ez	az
az	egy
egy	község
község	,
,	melyet
melyet	1948-ban
1948-ban	egyesítettek
egyesítettek	,
,	majdnem
majdnem	30
30	éves
éves	ellenállás
ellenállás	után
után	:
:	Alsó
Alsó	-
-	,
,	Felsõ
Felsõ	-
-	és
és	Középiszkáz
Középiszkáz	.
.	Három
Három	kis
kis	falu
falu	,
,	egymásba
egymásba	érõ
érõ	házsorokkal
házsorokkal	,
,	közös
közös	jegyzõséggel
jegyzõséggel	,
,	postával
postával	,
,	szinte
szinte	szükségessé
szükségessé	tette
tette	az
az	egyesítést
egyesítést	,
,	a
a	külsõ
külsõ	tényezõk
tényezõk	nagyon
nagyon	kézenfekvõek
kézenfekvõek	voltak
voltak	,
,	csak
csak	éppen
éppen	az
az	emberek
emberek	lelke
lelke	nem
nem	érett
érett	meg
meg	még
még	erre
erre	a
a	nagyobb
nagyobb	közösségre
közösségre	.
.	A
A	vagyon
vagyon	százados
százados	ellentéteket
ellentéteket	termelt
termelt	ki
ki	;
;	Felsõ
Felsõ	-
-	és
és	Alsóiszkáz
Alsóiszkáz	két
két	gazdagabb
gazdagabb	középparaszti
